Accident Fields_Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,1st Road Class & No,Road Surface,Lighting Conditions,Weather Conditions,Local Authority,Vehicle Fields_Reference Number,Vehicle Number,Type of Vehicle,Casualty Fields_Reference Number,Casualty Veh No,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty
5B60567,427415,429716,2,06/11/2018,0930,6,U,1,1,1,E08000035,5B60567,1,3,5B60567,1,1,3,2,24
5B61216,435270,433695,2,06/11/2018,1520,6,U,2,1,1,E08000035,5B61216,1,11,5B61216,1,2,3,2,12
5B61216,435270,433695,2,06/11/2018,1520,6,U,2,1,1,E08000035,5B61216,1,11,5B61216,1,2,3,2,11
5B61216,435270,433695,2,06/11/2018,1520,6,U,2,1,1,E08000035,5B61216,2,9,5B61216,2,2,3,2,53
5B61216,435270,433695,2,06/11/2018,1520,6,U,2,1,1,E08000035,5B61216,2,9,5B61216,2,1,3,1,52
5B62057,428651,430791,2,06/11/2018,2111,6,U,1,4,1,E08000035,5B62057,2,9,5B62057,2,1,2,1,20
5B70667,430623,434205,2,13/11/2018,1225,6,U,1,1,1,E08000035,5B70667,1,9,5B70667,1,1,3,1,52
5B70667,430623,434205,2,13/11/2018,1225,6,U,1,1,1,E08000035,5B70667,1,9,5B70667,1,3,3,2,30
5B71117,421467,442071,2,07/11/2018,1610,6,U,2,4,2,E08000035,5B71117,1,9,5B71117,1,1,3,1,20
5B71117,421467,442071,2,07/11/2018,1610,6,U,2,4,2,E08000035,5B71117,2,9,5B71117,2,1,3,1,71
5B71117,421467,442071,2,07/11/2018,1610,6,U,2,4,2,E08000035,5B71117,2,9,5B71117,2,2,3,2,70
5B71266,424883,435550,2,02/11/2018,1230,6,U,1,1,1,E08000035,5B71266,1,9,5B71266,1,1,3,2,58
5B80713,435932,425873,2,09/11/2018,1214,1,M62,1,1,1,E08000035,5B80713,2,9,5B80713,2,1,3,1,29
5B81107,435521,435728,3,08/11/2018,1523,6,U,1,1,1,E08000035,5B81107,3,9,5B81107,3,2,3,1,54
5B81391,428950,433432,3,08/11/2018,1720,3,A58,1,4,1,E08000035,5B81391,2,3,5B81391,2,1,2,1,18
5B81526,431309,429134,2,08/11/2018,1820,6,U,1,7,1,E08000035,5B81526,1,2,5B81526,1,1,3,1,16
5B90450,431006,430557,2,09/11/2018,0915,6,U,1,1,1,E08000035,5B90450,2,1,5B90450,2,1,3,2,34
5B90553,437045,435628,1,09/11/2018,0815,6,U,1,1,1,E08000035,5B90553,1,21,5B90553,1,3,3,1,13
5B91199,431837,431355,2,09/11/2018,1621,6,U,1,1,1,E08000035,5B91199,1,9,5B91199,1,1,2,1,19
5B91223,436472,434068,2,09/11/2018,1400,6,U,1,1,1,E08000035,5B91223,1,3,5B91223,1,1,2,1,18
5B92095,430089,433372,2,09/11/2018,2340,6,U,2,4,2,E08000035,5B92095,2,1,5B92095,2,1,3,1,24
5BA0546,434174,435982,2,10/11/2018,0920,6,U,1,1,1,E08000035,5BA0546,2,9,5BA0546,2,1,3,1,30
5BA0553,428854,430130,2,10/11/2018,0910,6,U,2,1,1,E08000035,5BA0553,2,9,5BA0553,2,1,3,1,34
5BA0553,428854,430130,2,10/11/2018,0910,6,U,2,1,1,E08000035,5BA0553,2,9,5BA0553,2,2,3,1,16
5BA0578,422232,433556,2,10/11/2018,0942,4,B6155,1,1,1,E08000035,5BA0578,2,9,5BA0578,2,1,2,2,32
5BA0683,428100,433531,3,10/11/2018,1105,6,U,2,1,2,E08000035,5BA0683,1,9,5BA0683,1,1,3,2,37
5BA0683,428100,433531,3,10/11/2018,1105,6,U,2,1,2,E08000035,5BA0683,3,9,5BA0683,3,2,3,2,61
5BA0957,432459,433872,2,10/11/2018,1330,6,U,1,1,1,E08000035,5BA0957,2,3,5BA0957,2,1,2,1,25
5BA1847,435675,434791,2,10/11/2018,2143,6,U,2,4,1,E08000035,5BA1847,1,9,5BA1847,1,2,3,2,30
5BA1847,435675,434791,2,10/11/2018,2143,6,U,2,4,1,E08000035,5BA1847,2,9,5BA1847,2,1,3,1,30
5BB1028,430086,431307,1,27/06/2018,1248,6,U,1,1,1,E08000035,5BB1028,1,9,5BB1028,1,3,2,1,47
5BB1074,425218,429044,3,11/11/2018,1500,6,U,1,1,1,E08000035,5BB1074,3,1,5BB1074,3,1,2,1,41
5BB1133,429349,433697,1,11/11/2018,1530,2,A58(M),2,1,1,E08000035,5BB1133,1,9,5BB1133,1,3,3,1,49
5BB1652,433806,433801,2,11/11/2018,1652,6,U,2,4,1,E08000035,5BB1652,2,4,5BB1652,2,2,2,1,28
5BB1772,426352,428159,1,11/11/2018,2105,6,U,1,4,1,E08000035,5BB1772,1,9,5BB1772,1,3,3,1,80
5BB1848,430168,438223,2,11/11/2018,2145,6,U,1,4,1,E08000035,5BB1848,2,9,5BB1848,2,1,3,2,34
5BB1848,430168,438223,2,11/11/2018,2145,6,U,1,4,1,E08000035,5BB1848,2,9,5BB1848,2,2,3,2,38
5BC1238,423297,435400,2,12/11/2018,1600,6,U,1,1,1,E08000035,5BC1238,2,9,5BC1238,2,1,2,2,44
5BC1971,428948,440786,3,12/11/2018,2256,6,U,2,1,1,E08000035,5BC1971,1,9,5BC1971,1,1,3,1,44
5BD0422,429575,430335,2,13/11/2018,0935,3,A653,1,1,1,E08000035,5BD0422,1,9,5BD0422,1,1,3,2,40
5BD0422,429575,430335,2,13/11/2018,0935,3,A653,1,1,1,E08000035,5BD0422,2,9,5BD0422,2,1,3,2,58
5BD0460,431886,435548,2,13/11/2018,0930,6,U,1,1,1,E08000035,5BD0460,1,1,5BD0460,1,1,3,2,44
5BD1467,420545,440253,2,13/11/2018,0645,3,A658,2,1,1,E08000035,5BD1467,2,1,5BD1467,2,1,3,1,39
5BD2000,429600,432562,2,13/11/2018,2215,6,U,2,4,2,E08000035,5BD2000,1,5,5BD2000,1,1,3,1,27
5BE0188,432340,438940,2,14/11/2018,0545,6,U,2,4,2,E08000035,5BE0188,2,3,5BE0188,2,1,2,1,26
5BE0615,426506,433759,2,13/11/2018,1810,6,U,2,4,2,E08000035,5BE0615,1,11,5BE0615,1,2,3,1,4
5BE1334,431854,426305,3,14/11/2018,1655,1,M62,1,4,1,E08000035,5BE1334,2,9,5BE1334,2,1,3,1,54
5BE1334,431854,426305,3,14/11/2018,1655,1,M62,1,4,1,E08000035,5BE1334,3,9,5BE1334,3,1,3,1,38
5BE1730,431255,429673,2,14/11/2018,1900,6,U,1,4,1,E08000035,5BE1730,1,1,5BE1730,1,1,3,1,12
5BE1872,430172,438251,2,14/11/2018,1530,3,A61,1,1,1,E08000035,5BE1872,2,1,5BE1872,2,1,3,1,45
5BF0540,429277,433447,1,15/11/2018,1025,6,U,1,1,1,E08000035,5BF0540,1,2,5BF0540,1,1,3,1,17
5BF1369,423475,434036,2,15/11/2018,1700,6,U,2,4,1,E08000035,5BF1369,2,4,5BF1369,2,1,2,2,50
5BF1394,427802,431236,2,15/11/2018,1709,1,M621,1,1,1,E08000035,5BF1394,1,9,5BF1394,1,1,2,2,27
5BF1464,422182,428748,2,15/11/2018,1736,6,U,1,4,1,E08000035,5BF1464,2,9,5BF1464,2,1,3,2,23
5BF1725,423404,435057,2,15/11/2018,1709,6,U,1,4,1,E08000035,5BF1725,1,4,5BF1725,1,1,2,1,25
5BF1998,430723,438788,1,15/11/2018,2150,6,U,2,4,1,E08000035,5BF1998,1,9,5BF1998,1,3,3,1,34
5BG0827,421060,439382,3,16/11/2018,1316,3,A54,1,1,1,E08000035,5BG0827,1,4,5BG0827,1,1,2,1,55
5BG1160,423720,434573,1,16/11/2018,1530,4,B6157,1,1,1,E08000035,5BG1160,1,9,5BG1160,1,3,3,2,15
5BG1349,443642,436942,2,16/11/2018,1659,2,A1(M),1,1,1,E08000035,5BG1349,1,9,5BG1349,1,1,3,2,23
5BG1379,426712,435038,2,16/11/2018,1710,3,A65,2,4,1,E08000035,5BG1379,2,1,5BG1379,2,1,3,1,39
5BG1429,443106,440620,3,21/11/2018,1727,2,A1(M),2,6,1,E08000035,5BG1429,1,9,5BG1429,1,1,3,2,34
5BG1429,443106,440620,3,21/11/2018,1727,2,A1(M),2,6,1,E08000035,5BG1429,2,9,5BG1429,2,1,3,1,43
5BG1558,440976,447851,4,16/11/2018,1815,1,M1,2,6,1,E08000035,5BG1558,4,9,5BG1558,4,1,3,1,26
5BG1584,428564,434248,1,16/11/2018,1720,6,U,1,1,1,E08000035,5BG1584,1,11,5BG1584,1,3,3,1,23
5BG2172,421156,441155,4,16/11/2018,2320,6,U,2,4,8,E08000035,5BG2172,1,9,5BG2172,1,2,2,2,17
5BG2172,421156,441155,4,16/11/2018,2320,6,U,2,4,8,E08000035,5BG2172,1,9,5BG2172,1,2,2,2,16
5BG2172,421156,441155,4,16/11/2018,2320,6,U,2,4,8,E08000035,5BG2172,1,9,5BG2172,1,1,2,1,20
5BG2218,432033,437763,1,16/11/2018,2345,6,U,2,4,2,E08000035,5BG2218,1,9,5BG2218,1,1,3,1,18
5BG2218,432033,437763,1,16/11/2018,2345,6,U,2,4,2,E08000035,5BG2218,1,9,5BG2218,1,2,3,2,17
5BH0023,428958,435471,1,17/11/2018,0009,3,A660,2,4,1,E08000035,5BH0023,1,9,5BH0023,1,3,3,2,19
5BH0739,431006,430557,2,17/11/2018,1128,6,U,2,1,1,E08000035,5BH0739,2,9,5BH0739,2,2,3,2,21
5BH0739,431006,430557,2,17/11/2018,1128,6,U,2,1,1,E08000035,5BH0739,2,9,5BH0739,2,2,3,1,21
5BH0739,431006,430557,2,17/11/2018,1128,6,U,2,1,1,E08000035,5BH0739,2,9,5BH0739,2,1,3,1,35
5BI0516,431494,431547,2,18/11/2018,0832,3,A639,1,1,1,E08000035,5BI0516,1,9,5BI0516,1,1,3,1,34
5BI1736,430156,434271,2,18/11/2018,2144,3,A58,1,4,1,E08000035,5BI1736,1,1,5BI1736,1,1,3,1,37
5BJ0648,428792,435576,2,19/11/2018,1200,3,A660,1,1,1,E08000035,5BJ0648,2,1,5BJ0648,2,1,3,1,18
5BJ1117,435327,436536,1,19/11/2018,1621,6,U,2,4,1,E08000035,5BJ1117,1,11,5BJ1117,1,2,3,2,55
5BJ1148,429010,436838,2,19/11/2018,1635,6,U,2,4,2,E08000035,5BJ1148,2,9,5BJ1148,2,1,3,2,33
5BJ1281,435965,437141,3,19/11/2018,1736,6,U,1,4,1,E08000035,5BJ1281,3,2,5BJ1281,3,1,3,1,20
5BJ1378,443519,438293,3,19/11/2018,1815,2,A1(M),2,4,2,E08000035,5BJ1378,2,9,5BJ1378,2,2,3,2,41
5BK0285,429666,435844,2,20/11/2018,0740,6,U,2,7,2,E08000035,5BK0285,2,1,5BK0285,2,1,2,1,33
5BK0335,427659,428116,1,21/11/2018,0832,6,U,1,1,1,E08000035,5BK0335,1,9,5BK0335,1,3,3,1,5
5BK0499,429940,433031,3,20/11/2018,1316,6,U,2,1,2,E08000035,5BK0499,2,9,5BK0499,2,1,3,1,33
5BK0748,430070,433831,2,20/11/2018,1315,6,U,2,1,2,E08000035,5BK0748,2,1,5BK0748,2,1,3,1,45
5BL0225,428902,435507,2,21/11/2018,0655,3,A660,2,4,2,E08000035,5BL0225,2,1,5BL0225,2,1,3,1,19
5BL0229,426280,435596,1,21/11/2018,0710,3,A65,2,5,2,E08000035,5BL0229,1,9,5BL0229,1,3,3,2,32
5BL0333,431420,434084,2,21/11/2018,0825,6,U,2,1,2,E08000035,5BL0333,2,1,5BL0333,2,1,3,1,30
5BL0713,429598,433440,2,21/11/2018,0830,6,U,1,1,1,E08000035,5BL0713,1,1,5BL0713,1,1,3,1,37
5BL1639,430076,438408,2,21/11/2018,2010,6,U,2,4,1,E08000035,5BL1639,2,1,5BL1639,2,1,2,1,44
5BM0300,428962,435478,2,22/11/2018,0822,6,U,2,1,1,E08000035,5BM0300,1,9,5BM0300,1,2,3,1,21
5BM1024,430091,431309,1,22/11/2018,1515,3,A653,2,1,7,E08000035,5BM1024,1,9,5BM1024,1,3,3,2,30
5BM1324,424657,432799,2,22/11/2018,1800,6,U,2,4,2,E08000035,5BM1324,2,1,5BM1324,2,1,3,1,54
5BM1361,429881,426405,2,22/11/2018,1855,1,M62,2,4,1,E08000035,5BM1361,2,9,5BM1361,2,1,3,1,35
5BM1504,432474,434863,1,22/11/2018,2029,6,U,1,4,1,E08000035,5BM1504,1,9,5BM1504,1,3,3,2,33
5BM1579,430337,433736,1,22/11/2018,2118,6,U,2,4,2,E08000035,5BM1579,1,9,5BM1579,1,3,3,2,42
5BM1636,430089,435422,2,22/11/2018,2155,6,U,2,4,1,E08000035,5BM1636,2,9,5BM1636,2,1,3,2,21
5BN0954,435724,436928,1,23/11/2018,1439,3,A6120,1,1,1,E08000035,5BN0954,1,9,5BN0954,1,3,2,1,32
5BN1231,431336,431590,2,23/11/2018,1638,6,U,1,4,1,E08000035,5BN1231,1,9,5BN1231,1,2,3,1,26
5BN1687,428935,430409,2,23/11/2018,1958,6,U,1,4,1,E08000035,5BN1687,1,9,5BN1687,1,2,3,2,26
5BO1212,424878,436945,1,24/11/2018,1540,6,U,2,1,1,E08000035,5BO1212,1,2,5BO1212,1,2,2,1,14
5BO1212,424878,436945,1,24/11/2018,1540,6,U,2,1,1,E08000035,5BO1212,1,2,5BO1212,1,1,2,1,21
5BO1421,431066,432003,2,24/11/2018,1740,3,A639,2,4,2,E08000035,5BO1421,1,1,5BO1421,1,1,2,1,39
5BO1581,422014,433943,2,24/11/2018,1858,3,A647,2,4,1,E08000035,5BO1581,2,9,5BO1581,2,1,1,1,46
5BP0570,429430,434017,2,25/11/2018,0940,2,A58(M),2,1,1,E08000035,5BP0570,2,9,5BP0570,2,1,3,2,30
5BP1490,429242,433910,2,25/11/2018,1830,6,U,2,4,2,E08000035,5BP1490,2,2,5BP1490,2,1,3,1,34
5BQ0779,426443,427125,2,26/11/2018,1305,6,U,1,1,1,E08000035,5BQ0779,1,9,5BQ0779,1,1,3,2,49
5BQ1028,430489,431744,2,26/11/2018,1510,3,A61,1,1,1,E08000035,5BQ1028,2,9,5BQ1028,2,1,3,1,32
5BQ1437,425564,434138,2,26/11/2018,1806,6,U,1,4,1,E08000035,5BQ1437,1,9,5BQ1437,1,1,3,2,22
5BQ1437,425564,434138,2,26/11/2018,1806,6,U,1,4,1,E08000035,5BQ1437,1,9,5BQ1437,1,2,3,2,22
5BR0246,422811,437418,3,27/11/2018,0708,3,A6120,2,1,1,E08000035,5BR0246,1,9,5BR0246,1,1,3,2,45
5BR0461,426223,431886,2,27/11/2018,1022,3,A6110,2,1,1,E08000035,5BR0461,2,9,5BR0461,2,1,3,1,29
5BR1117,433915,434119,1,27/11/2018,1630,3,A65,2,4,2,E08000035,5BR1117,1,9,5BR1117,1,3,3,1,14
5BR1184,434924,435027,1,27/11/2018,1701,6,U,2,4,2,E08000035,5BR1184,1,9,5BR1184,1,3,2,1,40
5BR1373,438907,426838,1,27/11/2018,1830,3,A639,2,4,2,E08000035,5BR1373,1,9,5BR1373,1,1,3,2,44
5BR1533,428390,434070,2,27/11/2018,1915,3,A65,2,4,2,E08000035,5BR1533,2,1,5BR1533,2,1,3,1,40
5BR1639,428466,428561,3,27/11/2018,2105,3,A653,2,6,2,E08000035,5BR1639,2,9,5BR1639,2,1,3,2,20
5BR1639,428466,428561,3,27/11/2018,2105,3,A653,2,6,2,E08000035,5BR1639,2,9,5BR1639,2,2,3,1,20
5BS0968,430297,434092,1,28/11/2018,1443,6,U,1,1,1,E08000035,5BS0968,1,9,5BS0968,1,3,3,1,73
5BT1088,415910,442016,2,29/11/2018,1433,6,U,1,1,1,E08000035,5BT1088,1,9,5BT1088,1,1,3,2,20
5BT1195,429911,434502,1,29/11/2018,1140,3,A660,1,1,1,E08000035,5BT1195,1,9,5BT1195,1,3,3,1,21
5BT1366,432187,433612,2,29/11/2018,1726,3,A65,1,4,1,E08000035,5BT1366,2,9,5BT1366,2,1,3,2,39
5BT1553,427501,425511,1,29/11/2018,1902,6,U,1,4,1,E08000035,5BT1553,1,9,5BT1553,1,3,3,1,49
5BT1920,424145,428170,2,29/11/2018,2214,3,A62,1,4,1,E08000035,5BT1920,2,9,5BT1920,2,1,3,2,30
5BT2005,431350,435060,2,29/11/2018,2200,3,A58,1,4,1,E08000035,5BT2005,2,1,5BT2005,2,1,3,1,42
5BU0298,427467,433030,2,30/11/2018,0700,6,U,2,4,1,E08000035,5BU0298,1,1,5BU0298,1,1,3,1,34
5BU0304,429956,434217,1,30/11/2018,1051,3,A660,2,1,1,E08000035,5BU0304,1,11,5BU0304,1,2,3,2,41
5BU0748,431435,429404,1,30/11/2018,1225,6,U,1,1,4,E08000035,5BU0748,1,19,5BU0748,1,3,1,2,84
5BU0835,428041,434292,1,30/11/2018,1307,3,A65,1,1,1,E08000035,5BU0835,1,8,5BU0835,1,3,3,1,37
5BU1289,424362,432740,1,30/11/2018,1655,6,U,2,4,8,E08000035,5BU1289,1,9,5BU1289,1,1,2,2,40
5BU1289,424362,432740,1,30/11/2018,1655,6,U,2,4,8,E08000035,5BU1289,1,9,5BU1289,1,2,2,1,5
5BU2059,431752,434601,2,29/11/2018,2357,6,U,2,4,2,E08000035,5BU2059,1,9,5BU2059,1,2,3,2,15
5BU2059,431752,434601,2,29/11/2018,2357,6,U,2,4,2,E08000035,5BU2059,1,9,5BU2059,1,1,3,1,52
5BU2059,431752,434601,2,29/11/2018,2357,6,U,2,4,2,E08000035,5BU2059,2,8,5BU2059,2,1,3,1,30
5C10567,428444,435062,2,30/11/2018,1319,6,U,1,1,1,E08000035,5C10567,2,11,5C10567,2,2,3,2,88
5C10567,428444,435062,2,30/11/2018,1319,6,U,1,1,1,E08000035,5C10567,2,11,5C10567,2,2,3,2,58
5C11587,429930,432975,2,01/12/2018,1920,6,U,2,4,2,E08000035,5C11587,1,9,5C11587,1,1,3,1,55
5C21152,443629,436542,2,02/12/2018,1504,2,A1(M),2,1,1,E08000035,5C21152,1,9,5C21152,1,1,3,1,63
5C21152,443629,436542,2,02/12/2018,1504,2,A1(M),2,1,1,E08000035,5C21152,1,9,5C21152,1,2,3,2,63
5C21152,443629,436542,2,02/12/2018,1504,2,A1(M),2,1,1,E08000035,5C21152,1,9,5C21152,1,2,3,1,42
5C21152,443629,436542,2,02/12/2018,1504,2,A1(M),2,1,1,E08000035,5C21152,2,9,5C21152,2,1,3,2,52
5C30266,427963,430297,2,03/12/2018,0715,3,A6110,2,4,2,E08000035,5C30266,2,1,5C30266,2,1,3,1,38
5C30611,427816,435148,3,03/12/2018,1108,6,U,2,1,1,E08000035,5C30611,3,9,5C30611,3,2,3,1,40
5C30611,427816,435148,3,03/12/2018,1108,6,U,2,1,1,E08000035,5C30611,3,9,5C30611,3,1,3,1,25
5C31371,431082,432307,2,03/12/2018,1650,3,A61,2,4,2,E08000035,5C31371,2,1,5C31371,2,1,3,1,31
5C40292,424469,433647,3,04/12/2018,0730,4,B6154,4,1,1,E08000035,5C40292,2,9,5C40292,2,1,3,2,23
5C40875,430838,433997,1,04/12/2018,1308,3,A61,1,1,1,E08000035,5C40875,1,9,5C40875,1,3,3,1,28
5C50306,425652,439977,2,05/12/2018,0759,6,U,2,1,2,E08000035,5C50306,2,3,5C50306,2,1,3,1,18
5C50307,426301,435567,2,05/12/2018,0750,6,U,1,1,1,E08000035,5C50307,1,9,5C50307,1,1,3,2,36
5C50329,423240,434748,2,05/12/2018,0810,6,U,2,1,2,E08000035,5C50329,1,9,5C50329,1,1,3,2,28
5C50329,423240,434748,2,05/12/2018,0810,6,U,2,1,2,E08000035,5C50329,2,9,5C50329,2,2,3,2,11
5C50589,426067,427716,1,05/12/2018,1127,6,U,2,1,2,E08000035,5C50589,1,11,5C50589,1,2,3,2,70
5C50617,432436,434836,2,05/12/2018,1117,6,U,2,1,2,E08000035,5C50617,1,1,5C50617,1,1,3,1,27
5C51083,429910,436615,1,05/12/2018,1542,4,B6159,2,4,2,E08000035,5C51083,1,9,5C51083,1,3,3,2,6
5C51083,429910,436615,1,05/12/2018,1542,4,B6159,2,4,2,E08000035,5C51083,1,9,5C51083,1,3,3,2,32
5C60332,437781,448278,2,06/12/2018,0805,6,U,1,1,1,E08000035,5C60332,2,9,5C60332,2,1,2,2,26
5C60491,432036,435711,2,06/12/2018,1014,6,U,1,1,1,E08000035,5C60491,1,11,5C60491,1,2,3,2,36
5C60827,428615,433969,1,06/12/2018,1300,3,A65,1,1,1,E08000035,5C60827,1,8,5C60827,1,3,2,1,26
5C60885,428728,429690,1,06/12/2018,0445,3,A653,2,4,2,E08000035,5C60885,1,9,5C60885,1,3,3,2,28
5C61363,432687,435875,1,06/12/2018,1600,3,A58,1,7,1,E08000035,5C61363,1,9,5C61363,1,3,3,2,13
5C61456,431290,431553,1,06/12/2018,1555,6,U,1,1,1,E08000035,5C61456,1,19,5C61456,1,3,3,2,39
5C61765,432524,427557,3,06/12/2018,2030,6,U,2,4,2,E08000035,5C61765,1,9,5C61765,1,1,3,2,27
5C61765,432524,427557,3,06/12/2018,2030,6,U,2,4,2,E08000035,5C61765,1,9,5C61765,1,2,3,2,30
5C61765,432524,427557,3,06/12/2018,2030,6,U,2,4,2,E08000035,5C61765,2,9,5C61765,2,1,3,1,33
5C61932,428631,434605,2,06/12/2018,2200,6,U,1,4,1,E08000035,5C61932,2,1,5C61932,2,1,2,2,22
5C61940,430717,430914,1,06/12/2018,2210,6,U,1,4,1,E08000035,5C61940,1,9,5C61940,1,3,3,1,16
5C70431,426287,444697,3,07/12/2018,0900,3,A659,2,1,1,E08000035,5C70431,1,8,5C70431,1,1,3,2,75
5C70525,430415,433747,1,07/12/2018,1010,6,U,2,1,1,E08000035,5C70525,1,11,5C70525,1,3,3,1,26
5C70602,428838,436574,2,07/12/2018,1920,6,U,1,4,1,E08000035,5C70602,2,1,5C70602,2,1,3,1,24
5C70788,427053,439815,2,07/12/2018,1250,6,U,2,1,4,E08000035,5C70788,2,1,5C70788,2,1,3,1,46
5C70960,427797,425850,1,07/12/2018,1415,3,A653,2,1,1,E08000035,5C70960,1,9,5C70960,1,3,3,2,12
5C71136,440140,426162,2,07/12/2018,1541,3,A639,2,4,2,E08000035,5C71136,2,9,5C71136,2,1,3,2,87
5C71136,440140,426162,2,07/12/2018,1541,3,A639,2,4,2,E08000035,5C71136,2,9,5C71136,2,2,3,1,91
5C71161,434339,434341,1,07/12/2018,1550,3,A64,2,4,2,E08000035,5C71161,1,11,5C71161,1,3,3,1,11
5C71237,424444,445235,1,07/12/2018,1630,3,A658,2,4,2,E08000035,5C71237,1,9,5C71237,1,3,3,1,50
5C80075,429664,435398,1,08/12/2018,0040,6,U,2,4,5,E08000035,5C80075,1,9,5C80075,1,3,1,1,66
5C80709,428528,431535,2,08/12/2018,1104,3,A643,2,1,1,E08000035,5C80709,2,9,5C80709,2,1,3,1,73
5C81045,439312,432368,2,08/12/2018,1446,3,A642,2,1,2,E08000035,5C81045,2,1,5C81045,2,1,3,1,52
5C81352,428698,433087,2,08/12/2018,1710,3,A58,1,4,1,E08000035,5C81352,1,9,5C81352,1,2,3,1,31
5C90568,427622,432470,1,09/12/2018,1010,6,U,1,1,1,E08000035,5C90568,1,9,5C90568,1,3,3,2,4
5C90576,428937,429842,2,09/12/2018,1047,6,U,1,1,1,E08000035,5C90576,2,9,5C90576,2,2,3,1,52
5C90576,428937,429842,2,09/12/2018,1047,6,U,1,1,1,E08000035,5C90576,2,9,5C90576,2,2,3,1,52
5C90697,443460,438470,2,09/12/2018,1214,2,A1(M),1,1,1,E08000035,5C90697,1,9,5C90697,1,1,3,2,19
5C90697,443460,438470,2,09/12/2018,1214,2,A1(M),1,1,1,E08000035,5C90697,2,9,5C90697,2,1,3,2,49
5C90697,443460,438470,2,09/12/2018,1214,2,A1(M),1,1,1,E08000035,5C90697,2,9,5C90697,2,2,3,2,74
5C90697,443460,438470,2,09/12/2018,1214,2,A1(M),1,1,1,E08000035,5C90697,2,9,5C90697,2,2,3,2,51
5C90757,415909,442022,3,09/12/2018,1253,6,U,2,1,1,E08000035,5C90757,3,9,5C90757,3,1,2,1,78
5C90864,424929,427640,2,09/12/2018,1400,3,A650,2,1,1,E08000035,5C90864,2,3,5C90864,2,1,3,1,27
5C91441,419954,446142,2,09/12/2018,1830,6,U,1,6,1,E08000035,5C91441,1,1,5C91441,1,1,2,1,43
5C91592,433225,426248,2,09/12/2018,1210,6,U,1,1,1,E08000035,5C91592,2,9,5C91592,2,1,3,2,38
5CA1058,424581,434665,3,10/12/2018,1235,6,U,2,1,1,E08000035,5CA1058,1,1,5CA1058,1,1,3,2,33
5CA1324,431842,426340,2,10/12/2018,1620,1,M62,1,4,1,E08000035,5CA1324,1,9,5CA1324,1,1,3,1,74
5CA1324,431842,426340,2,10/12/2018,1620,1,M62,1,4,1,E08000035,5CA1324,2,9,5CA1324,2,1,3,1,22
5CA1436,431128,434877,1,10/12/2018,1712,6,U,2,4,1,E08000035,5CA1436,1,8,5CA1436,1,3,3,1,7
5CA1491,431593,434016,2,10/12/2018,1735,6,U,1,4,1,E08000035,5CA1491,1,9,5CA1491,1,1,3,2,39
5CA1491,431593,434016,2,10/12/2018,1735,6,U,1,4,1,E08000035,5CA1491,2,9,5CA1491,2,1,3,2,30
5CA1491,431593,434016,2,10/12/2018,1735,6,U,1,4,1,E08000035,5CA1491,2,9,5CA1491,2,2,3,2,5
5CA1800,426867,436008,2,11/12/2018,2007,6,U,2,4,1,E08000035,5CA1800,1,9,5CA1800,1,1,3,1,32
5CB0204,428035,435100,1,11/12/2018,0548,6,U,1,4,1,E08000035,5CB0204,1,9,5CB0204,1,3,3,2,20
5CB0226,432944,425953,4,11/12/2018,0635,1,M62,2,6,1,E08000035,5CB0226,3,9,5CB0226,3,1,3,1,45
5CB0273,424997,426936,3,11/12/2018,0735,1,M62,1,1,1,E08000035,5CB0273,2,9,5CB0273,2,1,3,1,38
5CB0323,425044,436070,4,11/12/2018,0815,4,B6157,1,1,1,E08000035,5CB0323,1,1,5CB0323,1,1,3,1,34
5CB0325,431727,432860,1,11/12/2018,0815,6,U,1,1,1,E08000035,5CB0325,1,8,5CB0325,1,3,3,1,12
5CB0345,428688,429646,2,11/12/2018,0830,3,A653,2,1,1,E08000035,5CB0345,2,9,5CB0345,2,2,3,1,49
5CB0505,428452,429061,2,11/12/2018,0915,6,U,2,1,1,E08000035,5CB0505,2,8,5CB0505,2,1,3,1,56
5CB0505,428452,429061,2,11/12/2018,0915,6,U,2,1,1,E08000035,5CB0505,2,8,5CB0505,2,2,3,1,54
5CB1497,435177,437621,2,11/12/2018,1700,3,A6120,1,4,1,E08000035,5CB1497,2,9,5CB1497,2,1,3,2,31
5CB1892,426821,437995,2,11/12/2018,2000,6,U,1,4,1,E08000035,5CB1892,1,1,5CB1892,1,1,3,1,33
5CC0392,434068,435139,2,12/12/2018,0915,6,U,1,1,1,E08000035,5CC0392,1,3,5CC0392,1,1,2,1,24
5CC0699,430781,438590,2,11/12/2018,1652,6,U,2,4,2,E08000035,5CC0699,2,1,5CC0699,2,1,3,2,75
5CC1201,442129,431745,2,12/12/2018,1700,3,A63,1,6,1,E08000035,5CC1201,1,9,5CC1201,1,1,3,1,74
5CC1201,442129,431745,2,12/12/2018,1700,3,A63,1,6,1,E08000035,5CC1201,1,9,5CC1201,1,2,3,2,65
5CC1201,442129,431745,2,12/12/2018,1700,3,A63,1,6,1,E08000035,5CC1201,2,9,5CC1201,2,1,3,1,48
5CC1443,441671,434632,2,12/12/2018,1819,1,M1,1,6,1,E08000035,5CC1443,1,9,5CC1443,1,1,3,2,31
